simulation_id,input_sha256,old_failure_category,old_failure_message,old_stage,old_phase,old_scenario_id,old_scenario_identity,solver_status,solver_termination,replay_status,replay_diagnostic,audit_kind,audit_scenario_id,audit_scenario_identity,validation_exception,budget_residual,objective_epigraph_label,objective_epigraph_reference,objective_epigraph_absolute_violation,objective_epigraph_relative_violation,budget_label,budget_reference,budget_absolute_violation,budget_relative_violation,quantity_nonnegative_label,quantity_nonnegative_reference,quantity_nonnegative_absolute_violation,quantity_nonnegative_relative_violation,fulfillment_capacity_label,fulfillment_capacity_reference,fulfillment_capacity_absolute_violation,fulfillment_capacity_relative_violation,demand_flow_label,demand_flow_reference,demand_flow_absolute_violation,demand_flow_relative_violation,other_model_constraint_label,other_model_constraint_reference,other_model_constraint_absolute_violation,other_model_constraint_relative_violation
LA-0691,1b2669551e3ea85e1b55a667645fdb4775525679381bd71196b4ecb4510da91b,oracle_failure,Memory exact evaluation failed,exact_oracle,memory,h19,420c9cc30107d2c42fe2cb40d39ae402a16c2c568c9f7afea9d440427e9fef63,warning,infeasible,oracle_failure,Memory exact evaluation failed,exact_recourse,h19,420c9cc30107d2c42fe2cb40d39ae402a16c2c568c9f7afea9d440427e9fef63,unavailable,-8124828.951709058,unavailable,1.0,0.0,0.0,fixed_total_budget,18146405.511449322,0.0,0.0,exercise[Water] nonnegative,1.0,0.0,0.0,exercise_limit[Water],12638236.135217292,0.0,0.0,demand_balance[Water],70000000.0,0.0,0.0,unavailable,1.0,0.0,0.0
LA-0694,f8f56a91dcf1a720d5133bf653ff16aee2e68ff05f2496223ddf91985d71cba4,ValueError,exact recourse violates Q-F-R constraints,exact_recourse_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,exact recourse violates Q-F-R constraints,exact_recourse,h09,631bc07583af9fdb49731c29c43c480fd2a59cd9badc9c9be16e44609272fb6f,ValueError: exact recourse violates Q-F-R constraints,0.0,unavailable,1.0,0.0,0.0,fixed_total_budget,18146405.511449322,0.0,0.0,exercise[Water] nonnegative,1.0,0.0,0.0,exercise_limit[Water],1.0,0.0,0.0,demand_balance[Crackers],1862000000.0,2.384185791015625e-07,1.28044349678605e-16,unavailable,1.0,0.0,0.0
LA-0696,e21ea052107519dc7aa0ad1bccef5eb368be040899d494f1b0cb44c4e764dc09,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1217260094.3568861,2.384185791015625e-07,1.9586494308558268e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",70000000.0,0.0,0.0,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0697,e2a6316000586d37724efeafcf7780b7377df24127f7ccffd7a0d3e78b9f85e0,oracle_failure,Memory exact evaluation failed,exact_oracle,memory,h19,a60e1c651e462b22c6e68e101ce2edd27503170a44051d89c09561767d68c0dc,warning,infeasible,oracle_failure,Memory exact evaluation failed,exact_recourse,h19,a60e1c651e462b22c6e68e101ce2edd27503170a44051d89c09561767d68c0dc,unavailable,-13342997.374650043,unavailable,1.0,0.0,0.0,fixed_total_budget,18146405.511449322,0.0,0.0,exercise[Water] nonnegative,1.0,0.0,0.0,exercise_limit[Water],13503966.285663145,0.0,0.0,demand_balance[Water],70000000.0,0.0,0.0,unavailable,1.0,0.0,0.0
LA-0701,9990e0b579368f892514eb33244a4e189d4598ec1e922323ea210b2f155eb8bd,ValueError,exact recourse violates Q-F-R constraints,exact_recourse_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,exact recourse violates Q-F-R constraints,exact_recourse,h09,a294507d0ecbc8d5f30a3ef9706dca8a1e8660b422788ae46d96d7ced0ce61db,ValueError: exact recourse violates Q-F-R constraints,0.0,unavailable,1.0,0.0,0.0,fixed_total_budget,18146405.511449322,0.0,0.0,exercise[Water] nonnegative,1.0,0.0,0.0,exercise_limit[Water],1.0,0.0,0.0,demand_balance[Crackers],1862000000.0,2.384185791015625e-07,1.28044349678605e-16,unavailable,1.0,0.0,0.0
LA-0707,c24e65a7388d1119f6cc562136274cfd0c8cd69579945a23b9d48775c0288b36,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1221218111.0457227,2.384185791015625e-07,1.9523013697971275e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",70000000.0,0.0,0.0,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0711,a9992fcbcf8745c23b081c03625a6d81732df00f7800122a612e590631b94360,oracle_failure,Memory exact evaluation failed,exact_oracle,memory,h19,96ca1c186ae3eaaaa8aa9139c329ea472dbeca69a3a605ab338dd2044d2cee69,warning,infeasible,oracle_failure,Memory exact evaluation failed,exact_recourse,h19,96ca1c186ae3eaaaa8aa9139c329ea472dbeca69a3a605ab338dd2044d2cee69,unavailable,-13574744.64193364,unavailable,1.0,0.0,0.0,fixed_total_budget,18146405.511449322,0.0,0.0,exercise[Water] nonnegative,1.0,0.0,0.0,exercise_limit[Water],12065295.194141883,0.0,0.0,demand_balance[Water],70000000.0,0.0,0.0,unavailable,1.0,0.0,0.0
LA-0718,e5a0a9e3756ac75f7bc4803ff404f00170cd3d4602e958dfe083a970fc7af97b,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,3.725290298461914e-09,worst_loss[h09],1226258262.590614,2.384185791015625e-07,1.9442770448524876e-16,scenario_budget[h09],18146405.511449322,3.725290298461914e-09,2.0529081068487494e-16,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",70000000.0,0.0,0.0,"demand_balance[Seasonal Influenza Vaccine,h09]",9557344.06438629,1.862645149230957e-09,1.948915029826923e-16,one_reliability_level[Water],1.0,0.0,0.0
LA-0722,bc028472f9a9c3bbdd659f7715f51cb273e07bec6665594bfe3ea271b330ac01,oracle_failure,Memory exact evaluation failed,exact_oracle,memory,h19,1e5292425a843d79374190698b182bbaf9bc3124eee81bd616ee6becd938538c,warning,infeasible,oracle_failure,Memory exact evaluation failed,exact_recourse,h19,1e5292425a843d79374190698b182bbaf9bc3124eee81bd616ee6becd938538c,unavailable,-11922200.125908248,unavailable,1.0,0.0,0.0,fixed_total_budget,18146405.511449322,0.0,0.0,exercise[Water] nonnegative,1.0,0.0,0.0,exercise_limit[Water],10659003.50241167,0.0,0.0,demand_balance[Water],70000000.0,0.0,0.0,unavailable,1.0,0.0,0.0
LA-0723,f673f3852e308dbde1d1a7ffa45d0773f2a9a2594756108e5c3af3bb435d9d5e,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1214428818.3906024,2.384185791015625e-07,1.9632157561735235e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",70000000.0,0.0,0.0,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0728,4f4224e8a98f7c66319d068600875aeae16b05fd995d72f810aeb83eafec23b3,ValueError,exact recourse violates Q-F-R constraints,exact_recourse_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,exact recourse violates Q-F-R constraints,exact_recourse,h09,e0f19afcf56769235d0eb6b6aff7d27311cdd9abfedc3e098fa05ca4380d3e04,ValueError: exact recourse violates Q-F-R constraints,0.0,unavailable,1.0,0.0,0.0,fixed_total_budget,18146405.511449322,0.0,0.0,exercise[Water] nonnegative,1.0,0.0,0.0,exercise_limit[Water],1.0,0.0,0.0,demand_balance[Crackers],1862000000.0,2.384185791015625e-07,1.28044349678605e-16,unavailable,1.0,0.0,0.0
LA-0730,ac7ea81a01e19b8e69aa53df155dce744d37233040b5c9aac80351f76719a7b7,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1213148385.3152754,2.384185791015625e-07,1.965287857508064e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",70000000.0,0.0,0.0,"demand_balance[Seasonal Influenza Vaccine,h09]",9557344.06438629,1.862645149230957e-09,1.948915029826923e-16,one_reliability_level[Water],1.0,0.0,0.0
LA-0754,dd028bee899037b6148ef60600826693ede965eec9bacce3301563a598af3800,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1220018946.6804745,2.384185791015625e-07,1.9542202992033107e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"exercise_limit[Seasonal Influenza Vaccine,h09]",943999.8023442602,1.1641532182693481e-10,1.2332134131579002e-16,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0755,bd132e4f46c1c341735e47d7bab25fef16b2934de4240fb4a33fd24a8b133a87,ValueError,exact recourse violates Q-F-R constraints,exact_recourse_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,exact recourse violates Q-F-R constraints,exact_recourse,h09,8bce2c621812cf4cdb09b442743a8c29121627eac72a6103abb31a0da4484062,ValueError: exact recourse violates Q-F-R constraints,0.0,unavailable,1.0,0.0,0.0,fixed_total_budget,18146405.511449322,0.0,0.0,exercise[Water] nonnegative,1.0,0.0,0.0,exercise_limit[Water],1.0,0.0,0.0,demand_balance[Crackers],1862000000.0,2.384185791015625e-07,1.28044349678605e-16,unavailable,1.0,0.0,0.0
LA-0757,91f7bfce04026e24772e42d9fd32e4f354724fc41ad5e0e9c7b6df2e9130b6cf,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1220229821.9848611,2.384185791015625e-07,1.9538825785600284e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",70000000.0,0.0,0.0,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0770,f1fd6d3034dacc36645a1be8d00f7901ca6d2a318a9c60c3b379ff82db5a4f4d,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1198951001.0329401,2.384185791015625e-07,1.9885598235136897e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",70000000.0,0.0,0.0,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0772,5e6d76642ba7b031db28d75aad1f8bc892fc1603aac81b65f343648b8672e307,ValueError,Q-F-R invariant failed: worst-loss epigraph for h05,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h05,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h05,0.0,worst_loss[h05],1218229540.1244254,2.384185791015625e-07,1.957090771885332e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",70000000.0,0.0,0.0,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0773,352684c43c955d5fdf1b7efe1809d560e18ff6e9a14fec08d2d438ec511cdc73,ValueError,exact recourse violates Q-F-R constraints,exact_recourse_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,exact recourse violates Q-F-R constraints,exact_recourse,h09,8ec4f4075b61f909c65faeb003ac519ccac86c3370fb5e591ad4106b9673dd66,ValueError: exact recourse violates Q-F-R constraints,0.0,unavailable,1.0,0.0,0.0,fixed_total_budget,18146405.511449322,0.0,0.0,exercise[Water] nonnegative,26114.245986121714,0.0,0.0,exercise_limit[Water],26114.245986121714,0.0,0.0,demand_balance[Crackers],1862000000.0,2.384185791015625e-07,1.28044349678605e-16,unavailable,1.0,0.0,0.0
LA-0792,eca1094e8a93d953c7b9ca4d4c4f09c9bf1da2081e20536c4902dbcef0ff14d3,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1234863501.1365476,2.384185791015625e-07,1.930728205037448e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",1.0,0.0,0.0,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0796,779e6284d44a3658415e422f28cf8b3c5c70805e76037da02a6cd105161b0ad3,oracle_failure,Memory exact evaluation failed,exact_oracle,memory,h19,ff64e748196cb15c9134ccae96a3ea591af98bfdde03627e179bf2ea6d6189e5,warning,infeasible,oracle_failure,Memory exact evaluation failed,exact_recourse,h19,ff64e748196cb15c9134ccae96a3ea591af98bfdde03627e179bf2ea6d6189e5,unavailable,-12595130.453231353,unavailable,1.0,0.0,0.0,fixed_total_budget,18146405.511449322,0.0,0.0,exercise[Water] nonnegative,1.0,0.0,0.0,exercise_limit[Water],11122910.793973338,0.0,0.0,demand_balance[Water],70000000.0,0.0,0.0,unavailable,1.0,0.0,0.0
LA-0815,47130ec179402d557d1d06494f2e951c7c4d952a0aca31958068027ec49dcb62,oracle_failure,Memory exact evaluation failed,exact_oracle,memory,h19,2437af970060990b384d43e382fc6ff110459926c045efa8e91920c0015e33cf,warning,infeasible,oracle_failure,Memory exact evaluation failed,exact_recourse,h19,2437af970060990b384d43e382fc6ff110459926c045efa8e91920c0015e33cf,unavailable,-9205103.137323108,unavailable,1.0,0.0,0.0,fixed_total_budget,18146405.511449322,0.0,0.0,exercise[Water] nonnegative,1.0,0.0,0.0,exercise_limit[Water],11005920.356516046,0.0,0.0,demand_balance[Water],70000000.0,0.0,0.0,unavailable,1.0,0.0,0.0
LA-0825,c82c22a79c826fb2e653aaf3a81d4cc3ee0a057d3fc5a4280807c6b8190a18f8,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1207595146.461386,2.384185791015625e-07,1.9743254169263604e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",70000000.0,0.0,0.0,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0827,a33c79939e0f5b78b9e71b6209feedc41d8dfc1f7c45b77853a03100a5dc81cb,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1178445846.9405591,2.384185791015625e-07,2.0231610957816744e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",70000000.0,0.0,0.0,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0828,17dda93be428d06ee0d31da35d52e87443ebb79c75759b3d55de7e1f30b57a07,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1206111999.4858067,2.384185791015625e-07,1.9767532302406894e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",1.0,0.0,0.0,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0831,d60d3f8024a62c1fa4fa42f7ad083a51f7968883fc9a0db46544dbe4df4d6eed,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1210934263.7946079,2.384185791015625e-07,1.9688812698589372e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",1.0,0.0,0.0,"demand_balance[Seasonal Influenza Vaccine,h09]",9557344.06438629,1.862645149230957e-09,1.948915029826923e-16,one_reliability_level[Water],1.0,0.0,0.0
LA-0832,7121769988bc743e6a21c95dfc455b011d37fd8686d1bd9f9ce1fb845d9ca7b1,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1209762998.7083285,2.384185791015625e-07,1.970787496031235e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",70000000.0,0.0,0.0,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0842,466c5fdd8cbfea6918620048fa7f1f9789c57c69c8a9622cf593d5e3d2c29739,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1204597830.5831385,2.384185791015625e-07,1.979237991705045e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",70000000.0,0.0,0.0,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0847,100bec52027c8c0ee2f26331aca4ebeb59a7c78efc561520fe23a219e781e0f4,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1211652311.6682446,2.384185791015625e-07,1.9677144739095953e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",70000000.0,0.0,0.0,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0849,3104e5bfd5e5004d0f395b55f817d6a8c52b8ee7790e3a2cda0b6ba516a1a170,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1188577708.5377862,2.384185791015625e-07,2.0059149468221993e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",70000000.0,0.0,0.0,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0853,2010dc4b4f88ff2547d1e2cc5b1be6490307c83b91a28df220a8f21c7d098575,oracle_failure,Memory exact evaluation failed,exact_oracle,memory,h19,81dca5fbabc41c67f27fcbd38f8ea00c19e51c7a58b4a3d09df18bd621fe3c67,warning,infeasible,oracle_failure,Memory exact evaluation failed,exact_recourse,h19,81dca5fbabc41c67f27fcbd38f8ea00c19e51c7a58b4a3d09df18bd621fe3c67,unavailable,-12689023.78011452,unavailable,1.0,0.0,0.0,fixed_total_budget,18146405.511449322,0.0,0.0,exercise[Water] nonnegative,1.0,0.0,0.0,exercise_limit[Water],10581624.060076362,0.0,0.0,demand_balance[Water],70000000.0,0.0,0.0,unavailable,1.0,0.0,0.0
LA-0860,ca94af9af335cb451dda82a8bac72ed429bc747d43fec3dadef9d1f81ec9bc59,oracle_failure,Full exact certification was incomplete,exact_oracle,full_exact_certification,h09,6d38a92f8f22f86bd31ca50dfbde1dc75a79351a882c6e25646fafb582ba1186,warning,infeasible,oracle_failure,Full exact certification was incomplete,exact_recourse,h09,6d38a92f8f22f86bd31ca50dfbde1dc75a79351a882c6e25646fafb582ba1186,unavailable,-15674565.753150333,unavailable,1.0,0.0,0.0,fixed_total_budget,18146405.511449322,0.0,0.0,exercise[Water] nonnegative,1.0,0.0,0.0,exercise_limit[Water],10400000.0,0.0,0.0,demand_balance[Water],10400000.0,0.0,0.0,unavailable,1.0,0.0,0.0
LA-0866,7903ddb4b2f869dd9596563499c8fc97369af99ec3fb0f55cccc31f99aaa9351,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1188418046.252807,2.384185791015625e-07,2.0061844386604406e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",70000000.0,0.0,0.0,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0887,7e151843b8c9f3033c1c6a2e64fa930eb8fe75490a6f0d9495c2d7e3291fb7ed,oracle_failure,Full exact certification was incomplete,exact_oracle,full_exact_certification,h09,bcb9fb1aea05ace4330ecc5d37d685f0a376722dedc78b36183e3c04d10be0d2,warning,infeasible,oracle_failure,Full exact certification was incomplete,exact_recourse,h09,bcb9fb1aea05ace4330ecc5d37d685f0a376722dedc78b36183e3c04d10be0d2,unavailable,-15890290.150979053,unavailable,1.0,0.0,0.0,fixed_total_budget,18146405.511449322,0.0,0.0,exercise[Water] nonnegative,1.0,0.0,0.0,exercise_limit[Water],10400000.0,0.0,0.0,demand_balance[Water],10400000.0,0.0,0.0,unavailable,1.0,0.0,0.0
LA-0909,943af5b4927aacb94d1b9f8cc261cabeb24b0e3858149fb64d0248aebec1ca32,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1229823424.8508894,2.384185791015625e-07,1.9386407372299782e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",70000000.0,0.0,0.0,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0928,3876c4b5409bb53973ba98f41564b3c80296a2ec3754233040481a971535c43b,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1230665371.0610688,2.384185791015625e-07,1.9373144374412689e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",1.0,0.0,0.0,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0930,d733d147cd567bc1b4389530bbaa6a62ee7daa1f91430d98a94b27d7c899856c,oracle_failure,Memory exact evaluation failed,exact_oracle,memory,h19,7fa7d51c3456fd6b98b8543294b76437f97d6c97d587858de4dd3e3618836d25,warning,infeasible,oracle_failure,Memory exact evaluation failed,exact_recourse,h19,7fa7d51c3456fd6b98b8543294b76437f97d6c97d587858de4dd3e3618836d25,unavailable,-12552083.131420568,unavailable,1.0,0.0,0.0,fixed_total_budget,18146405.511449322,0.0,0.0,exercise[Water] nonnegative,1.0,0.0,0.0,exercise_limit[Water],12041527.450409679,0.0,0.0,demand_balance[Water],70000000.0,0.0,0.0,unavailable,1.0,0.0,0.0
LA-0932,0f662ef02e9c89aa449a153b94a6863e0186e5b5965876ba8d2251ecb22c7422,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1217987793.7096941,2.384185791015625e-07,1.9574792155789804e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",1.0,0.0,0.0,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
